"1";"1871,this";"";""
"1";"1874,Weird";"";""
"1";"1875,There";"";""
"1";"1876,I've";"";""
"1";"1880,I";"";""
"1";"1883,I";"";""
"1";"1885,I";"";""
"1";"1886,The";"";""
"1";"1892,Pricing";"";""
"1";"1893,Worst";"";""
"1";"1898,Highly";"";""
"1";"1900,Spend";"";""
"1";"1902,The";"";""
"1";"1904,-My";"";""
"1";"1906,After";"";""
"1";"1908,We";"";""
"1";"1910,I";"";""
"1";"1914,I'm";"";""
"1";"1915,The";"";""
"1";"1917,I";"";""
"1";"1918,They";"";""
"1";"1921,This";"";""
"1";"1923,The";"";""
"1";"1927,It";"";""
"1";"1928,We";"";""
"1";"1929,Disappointing";"";""
"1";"1932,WAAAAAAyyyyyyyyyy";"";""
"1";"1933,We";"";""
"1";"1934,The";"";""
"1";"1935,This";"";""
"1";"1937,Don't";"";""
"1";"1940,It";"";""
"1";"1941,Probably";"";""
"1";"1942,very";"";""
"1";"1943,Not";"";""
"1";"1944,The";"";""
"1";"1947,I";"";""
"1";"1948,This";"";""
"1";"1950,It";"";""
"1";"1951,The";"";""
"1";"1953,Con";"";""
"1";"1955,But";"";""
"1";"1957,The";"";""
"1";"1958,My";"";""
"1";"1959,The";"";""
"1";"1961,If";"";""
"1";"1962,She";"";""
"1";"1963,After";"";""
"1";"1964,Del";"";""
"1";"1965,It's";"";""
"1";"1966,But";"";""
"1";"1967,Hell";"";""
"1";"1968,We've";"";""
"1";"1970,I";"";""
"1";"1971,The";"";""
"1";"1973,The";"";""
"1";"1975,What";"";""
"1";"1977,Overpriced";"";""
"1";"1978,I";"";""
"1";"1981,We";"";""
"1";"1982,Food";"";""
"1";"1983,It";"";""
"1";"1985,The";"";""
"1";"1986,Shrimp";"";""
"1";"1988,It";"";""
"1";"1989,I";"";""
"1";"1990,The";"";""
"1";"1991,Spend";"";""
"1";"1992,A";"";""
"1";"1993,the";"";""
"1";"1994,I";"";""
"1";"1995,I";"";""
"1";"1996,Appetite";"";""
"1";"1997,Overall";"";""
"1";"2000,So";"";""
"1";"2003,Tied";"";""
"1";"2005,I";"";""
"1";"2009,What";"";""
"1";"2012,If";"";""
"1";"2016,I";"";""
"1";"2019,It";"";""
"1";"2022,The";"";""
"1";"2024,I";"";""
"1";"2027,I";"";""
"1";"2028,People";"";""
"1";"2029,Doesn't";"";""
"1";"2032,It";"";""
"1";"2033,I";"";""
"1";"2035,You";"";""
"1";"2037,Poor";"";""
"1";"2039,worthless";"";""
"1";"2041,I";"";""
"1";"2043,I";"";""
"1";"2046,Who";"";""
"1";"2047,AFTER";"";""
"1";"2049,Disappointed";"";""
"1";"2050,Not";"";""
"1";"2056,VERY";"";""
"1";"2059,The";"";""
"1";"2060,Essentially";"";""
"1";"2063,Buy";"";""
"1";"2064,You";"";""
"1";"2065,The";"";""
"1";"2070,Mic";"";""
"1";"2076,Do";"";""
"1";"2079,I";"";""
"1";"2081,Not";"";""
"1";"2083,The";"";""
"1";"2087,The";"";""
"1";"2093,The";"";""
"1";"2094,Dont";"";""
"1";"2096,If";"";""
"1";"2097,I";"";""
"1";"2099,I'm";"";""
"1";"2104,I";"";""
"1";"2109,I";"";""
"1";"2116,i";"";""
"1";"2121,Could";"";""
"1";"2123,Bad";"";""
"1";"2126,Basically";"";""
"1";"2127,it";"";""
"1";"2129,The";"";""
"1";"2134,Buyer--Be";"";""
"1";"2135,The";"";""
"1";"2138,In";"";""
"1";"2140,What";"";""
"1";"2142,I";"";""
"1";"2143,very";"";""
"1";"2144,The";"";""
"1";"2146,What";"";""
"1";"2147,Its";"";""
"1";"2148,Items";"";""
"1";"2150,I";"";""
"1";"2154,I've";"";""
"1";"2162,This";"";""
"1";"2166,Doesn't";"";""
"1";"2168,doesn't";"";""
"1";"2169,One";"";""
"1";"2171,Thank";"";""
"1";"2172,How";"";""
"1";"2178,It";"";""
"1";"2180,Don't";"";""
"1";"2181,I've";"";""
"1";"2184,I";"";""
"1";"2186,Design";"";""
"1";"2188,Waste";"";""
"1";"2190,The";"";""
"1";"2193,I";"";""
"1";"2194,Not";"";""
"1";"2197,Bad";"";""
"1";"2198,The";"";""
"1";"2202,It";"";""
"1";"2204,Battery";"";""
"1";"2209,We";"";""
"1";"2210,I";"";""
"1";"2218,WORST";"";""
"1";"2220,Freezes";"";""
"1";"2221,It's";"";""
"1";"2224,There's";"";""
"1";"2227,I'm";"";""
"1";"2229,I";"";""
"1";"2230,The";"";""
"1";"2231,What";"";""
"1";"2232,Don't";"";""
"1";"2239,Do";"";""
"1";"2240,Big";"";""
"1";"2241,the";"";""
"1";"2242,Worst";"";""
"1";"2244,It";"";""
"1";"2248,Internet";"";""
"1";"2366,Waste";"";""
"1";"2373,The";"";""
"1";"2374,Not";"";""
"1";"2375,This";"";""
"1";"2377,This";"";""
"1";"2379,Soyo";"";""
"1";"2382,Same";"";""
"1";"2385,The";"";""
"1";"2386,Poor";"";""
"1";"2391,The";"";""
"1";"2399,Still";"";""
"1";"2400,what";"";""
"1";"2404,don't";"";""
"1";"2409,I";"";""
"1";"2410,I'll";"";""
"1";"2413,We";"";""
"1";"2442,They";"";""
"1";"2446,Does";"";""
"1";"2449,There's";"";""
"1";"2628,Case";"";""
"1";"2630,Don't";"";""
"1";"2633,You";"";""
"1";"2639,Disappointing";"";""
"1";"2645,Linksys";"";""
"1";"2650,Battery";"";""
"1";"2652,The";"";""
"1";"2653,Utter";"";""
"1";"2658,Talk";"";""
"1";"2660,This";"";""
"1";"2665,I";"";""
"1";"2670,its";"";""
"1";"2672,The";"";""
"1";"2674,Then";"";""
"1";"2675,Can't";"";""
"1";"2677,Truly";"";""
"1";"2680,And";"";""
"1";"2681,camera";"";""
"1";"2684,Chinese";"";""
"1";"2686,The";"";""
"1";"2687,i";"";""
"1";"2688,Too";"";""
"1";"2690,The";"";""
"1";"2694,The";"";""
"1";"2695,Do";"";""
"1";"2697,It";"";""
"1";"2704,So";"";""
"1";"2706,So";"";""
"1";"2708,I";"";""
"1";"2710,Can't";"";""
"1";"2712,Poor";"";""
"1";"2714,Not";"";""
"1";"2715,The";"";""
"1";"2719,if";"";""
"1";"2723,Think";"";""
"1";"2729,After";"";""
"1";"2731,None";"";""
"1";"2734,We";"";""
"1";"2742,It";"";""
"1";"2748,Does";"";""
"1";"2751,disappointing.,0";"";""
"1";"2754,The";"";""
"1";"2755,Then";"";""
"1";"2757,The";"";""
"1";"2760,Would";"";""
"1";"2763,This";"";""
"1";"2764,wont";"";""
"1";"2765,in";"";""
"1";"2770,AFter";"";""
"1";"2780,I";"";""
"1";"2781,I";"";""
"1";"2782,Treo";"";""
"1";"2783,It";"";""
"1";"2784,I";"";""
"1";"2785,This";"";""
"1";"2786,They";"";""
"1";"2789,I";"";""
"1";"2790,NOT";"";""
"1";"2799,I";"";""
"1";"2805,Does";"";""
"1";"2810,Improper";"";""
"1";"2814,Battery";"";""
"1";"2815,I";"";""
"1";"2818,Doesn't";"";""
"1";"2824,Awkward";"";""
"1";"2826,Not";"";""
"1";"2828,Doesn't";"";""
"1";"2830,Unfortunately";"";""
"1";"2831,All";"";""
"1";"2832,dont";"";""
"1";"2837,I";"";""
"1";"2839,I";"";""
"1";"2840,It";"";""
"1";"2841,the";"";""
"1";"2842,Terrible";"";""
"1";"2844,It's";"";""
"1";"2845,Stay";"";""
"1";"2846,Used";"";""
"1";"2847,Very";"";""
"1";"2848,Not";"";""
"1";"2849,I";"";""
"1";"2853,These";"";""
"1";"2855,Just";"";""
"1";"2856,Poor";"";""
"1";"2860,Last";"";""
"1";"2861,It";"";""
"1";"2868,The";"";""
"1";"2875,This";"";""
"1";"2878,Does";"";""
"1";"2881,Having";"";""
"1";"2883,WARNING";"";""
"1";"2888,Don't";"";""
"1";"2890,The";"";""
"1";"2893,Bad";"";""
"1";"2894,This";"";""
"1";"2897,Don't";"";""
"1";"2898,Everything";"";""
"1";"2901,Terrible";"";""
"1";"2904,Problem";"";""
"1";"2905,Not";"";""
"1";"2907,How";"";""
"1";"2912,It";"";""
"1";"2913,Couldn't";"";""
"1";"2915,So";"";""
"1";"2921,It";"";""
"1";"2926,It";"";""
"1";"2928,Makes";"";""
"1";"2929,As";"";""
"1";"2930,Never";"";""
"1";"2931,This";"";""
"1";"2933,Does";"";""
"1";"2936,I";"";""
"1";"2943,I'm";"";""
"1";"2944,I";"";""
"1";"2949,I";"";""
"1";"2951,Very";"";""
"1";"2953,It";"";""
"1";"2955,Buttons";"";""
"1";"2965,I";"";""
"1";"2968,This";"";""
"1";"2969,I'm";"";""
"1";"2970,I";"";""
"1";"2972,Earbud";"";""
"1";"2973,Lousy";"";""
"1";"2974,This";"";""
"1";"2979,Not";"";""
"1";"2980,Echo";"";""
"1";"2981,you";"";""
"1";"2982,don't";"";""
"1";"2983,I";"";""
"1";"2984,Adapter";"";""
"1";"2986,You";"";""
"1";"2987,Phone";"";""
"1";"2989,The";"";""
"1";"2990,I'm";"";""
"1";"2991,Painful";"";""
"1";"2992,Lasted";"";""
"1";"2993,disappointed.,0";"";""
"1";"2994,Kind";"";""
"1";"2995,The";"";""
"1";"2996,What";"";""
"1";"2997,Item";"";""
"1";"2998,The";"";""
"1";"3,Very";"";""
"1";"30s";"";""
"1";"41,I";"";""
"1";"43,But";"";""
"1";"44,But";"";""
"1";"64,I";"";""
"1";"65,One";"";""
"1";"66,There";"";""
"1";"67,There";"";""
"1";"68,This";"";""
"1";"91,The";"";""
"1";"92,It";"";""
"1";"93,There";"";""
"1";"94,The";"";""
"1";"abhor";"";""
"1";"Abound!.,0";"";""
"1";"above....PRETTY";"";""
"1";"acceptable.,0";"";""
"1";"access";"";""
"1";"accessory";"";""
"1";"accused";"";""
"1";"activated";"";""
"1";"actor";"";""
"1";"additional";"";""
"1";"advertised";"";""
"1";"Affleck";"";""
"1";"agreed";"";""
"1";"aimless";"";""
"1";"aired";"";""
"1";"ala";"";""
"1";"Albondigas";"";""
"1";"allergy";"";""
"1";"allows";"";""
"1";"AMAZON";"";""
"1";"amp";"";""
"1";"angle";"";""
"1";"angles";"";""
"1";"answer";"";""
"1";"anticipated.,0";"";""
"1";"anymore.,0";"";""
"1";"anything.,0";"";""
"1";"anyway.,0";"";""
"1";"Anyways";"";""
"1";"apartment";"";""
"1";"apologize";"";""
"1";"appealing.,0";"";""
"1";"apple";"";""
"1";"arepas.,0";"";""
"1";"ARGUING";"";""
"1";"around.,0";"";""
"1";"arrives";"";""
"1";"article";"";""
"1";"artiness";"";""
"1";"assumed";"";""
"1";"atleast";"";""
"1";"ATT";"";""
"1";"Attempting";"";""
"1";"Audio";"";""
"1";"audio.,0";"";""
"1";"auto";"";""
"1";"average.,0";"";""
"1";"Away";"";""
"1";"AWFUL.,0";"";""
"1";"back!,0";"";""
"1";"back,0";"";""
"1";"background";"";""
"1";"backlight";"";""
"1";"bagels";"";""
"1";"Bar";"";""
"1";"bar";"";""
"1";"bar.,0";"";""
"1";"BARE";"";""
"1";"bargain.,0";"";""
"1";"basement.,0";"";""
"1";"batch";"";""
"1";"battery?.,0";"";""
"1";"be.3";"";""
"1";"be?The";"";""
"1";"become";"";""
"1";"beeping";"";""
"1";"before.,0";"";""
"1";"believable";"";""
"1";"Bellagio";"";""
"1";"bells";"";""
"1";"belt.,0";"";""
"1";"Ben";"";""
"1";"bend";"";""
"1";"besides";"";""
"1";"Best";"";""
"1";"better.,0";"";""
"1";"beware.,0";"";""
"1";"big.,0";"";""
"1";"bigger";"";""
"1";"binge";"";""
"1";"biscuits";"";""
"1";"blame";"";""
"1";"bloodiest";"";""
"1";"blown";"";""
"1";"bluetoooth";"";""
"1";"BMW";"";""
"1";"booking";"";""
"1";"bottom";"";""
"1";"bottowm";"";""
"1";"Bought";"";""
"1";"bougth";"";""
"1";"brand.,0";"";""
"1";"break.,0";"";""
"1";"breakage";"";""
"1";"brisket";"";""
"1";"broke.,0";"";""
"1";"broken";"";""
"1";"brother";"";""
"1";"brownish";"";""
"1";"Brushfire";"";""
"1";"bucks";"";""
"1";"bucks.,0";"";""
"1";"buds";"";""
"1";"Buffet";"";""
"1";"buffet.,0";"";""
"1";"built";"";""
"1";"Buy";"";""
"1";"BUY!!.,0";"";""
"1";"Buyer";"";""
"1";"CA-42";"";""
"1";"calamari";"";""
"1";"calendar";"";""
"1";"call.,0";"";""
"1";"CALLS";"";""
"1";"carbs";"";""
"1";"careful";"";""
"1";"Careful!!!!!.,0";"";""
"1";"Carrell";"";""
"1";"cart?,0";"";""
"1";"case.,0";"";""
"1";"cases";"";""
"1";"cashew";"";""
"1";"cassette.,0";"";""
"1";"catching";"";""
"1";"caterpillar";"";""
"1";"causing";"";""
"1";"CBR";"";""
"1";"cellphones";"";""
"1";"chains";"";""
"1";"chalkboard";"";""
"1";"charger!.,0";"";""
"1";"charger.,0";"";""
"1";"cheap.,0";"";""
"1";"chickens";"";""
"1";"child-like";"";""
"1";"Chinese";"";""
"1";"chipolte";"";""
"1";"Choice.,0";"";""
"1";"Christmas";"";""
"1";"Cibo";"";""
"1";"cinematography";"";""
"1";"cingulair";"";""
"1";"cingular";"";""
"1";"circumstances";"";""
"1";"class";"";""
"1";"classics";"";""
"1";"clearly.,0";"";""
"1";"clicks";"";""
"1";"closed";"";""
"1";"club";"";""
"1";"clue";"";""
"1";"co-stars";"";""
"1";"coaster";"";""
"1";"coconut";"";""
"1";"college";"";""
"1";"colored";"";""
"1";"Columbo";"";""
"1";"combination";"";""
"1";"combo";"";""
"1";"commercials";"";""
"1";"communicate.,0";"";""
"1";"communications";"";""
"1";"company.,0";"";""
"1";"comparably-priced";"";""
"1";"concentrate";"";""
"1";"concept";"";""
"1";"concern";"";""
"1";"confusing";"";""
"1";"connected";"";""
"1";"connecting";"";""
"1";"construction";"";""
"1";"contacted";"";""
"1";"contacting";"";""
"1";"contain";"";""
"1";"continue";"";""
"1";"conversation.,0";"";""
"1";"converter.,0";"";""
"1";"cooked";"";""
"1";"cooking";"";""
"1";"cool";"";""
"1";"cool.,0";"";""
"1";"copy";"";""
"1";"correct";"";""
"1";"correct.,0";"";""
"1";"correction";"";""
"1";"correctly";"";""
"1";"Costco's.,0";"";""
"1";"Cotton";"";""
"1";"couldnt";"";""
"1";"Counterfeit.,0";"";""
"1";"covered.,0";"";""
"1";"crack";"";""
"1";"crackles";"";""
"1";"cradles";"";""
"1";"CRAP!!!!!!,0";"";""
"1";"crashed";"";""
"1";"crawl";"";""
"1";"crazy";"";""
"1";"creaks";"";""
"1";"cream";"";""
"1";"crusty";"";""
"1";"current";"";""
"1";"current.,0";"";""
"1";"currently";"";""
"1";"cut";"";""
"1";"D807.,0";"";""
"1";"D807...wrongly";"";""
"1";"darn";"";""
"1";"date";"";""
"1";"DAYS.,0";"";""
"1";"DEAD";"";""
"1";"deaf";"";""
"1";"debated";"";""
"1";"decision.,0";"";""
"1";"deep";"";""
"1";"defeats";"";""
"1";"defect";"";""
"1";"delay";"";""
"1";"delivering";"";""
"1";"Denny's";"";""
"1";"describing";"";""
"1";"dessert.,0";"";""
"1";"deuchebaggery";"";""
"1";"device.,0";"";""
"1";"dialogs";"";""
"1";"dieing";"";""
"1";"dipping";"";""
"1";"directions";"";""
"1";"dirty.,0";"";""
"1";"disapoinment.,0";"";""
"1";"disappoint";"";""
"1";"disappointed!!,0";"";""
"1";"DISAPPOINTED.,0";"";""
"1";"DISAPPOINTING";"";""
"1";"Disappointment";"";""
"1";"disappointment!,0";"";""
"1";"disappointment,0";"";""
"1";"disapppointment";"";""
"1";"discarded";"";""
"1";"discomfort";"";""
"1";"disconnected.,0";"";""
"1";"discount.,0";"";""
"1";"disgusting!,0";"";""
"1";"dish.,0";"";""
"1";"disposable";"";""
"1";"disrespected";"";""
"1";"dissapointed.,0";"";""
"1";"distressed";"";""
"1";"dit";"";""
"1";"DNA";"";""
"1";"Dodge";"";""
"1";"dollar";"";""
"1";"door";"";""
"1";"door.,0";"";""
"1";"douchey";"";""
"1";"doughy";"";""
"1";"down.,0";"";""
"1";"downright";"";""
"1";"dozen";"";""
"1";"drain.,0";"";""
"1";"drains";"";""
"1";"drawback";"";""
"1";"drawing";"";""
"1";"dribble";"";""
"1";"dried";"";""
"1";"drifting";"";""
"1";"drink";"";""
"1";"drinking";"";""
"1";"drinks";"";""
"1";"dripping";"";""
"1";"drivng";"";""
"1";"DROPPED";"";""
"1";"dropping";"";""
"1";"dropping.,0";"";""
"1";"dustpan";"";""
"1";"dying";"";""
"1";"earbud";"";""
"1";"earbugs";"";""
"1";"earphone";"";""
"1";"earpiece";"";""
"1";"earpieces";"";""
"1";"ears";"";""
"1";"ears.,0";"";""
"1";"ease";"";""
"1";"easier";"";""
"1";"echo";"";""
"1";"Edinburgh";"";""
"1";"efforts";"";""
"1";"Elk";"";""
"1";"else.,0";"";""
"1";"embarassing";"";""
"1";"employee";"";""
"1";"employees";"";""
"1";"ends";"";""
"1";"ensued";"";""
"1";"entrees";"";""
"1";"equally";"";""
"1";"ergonomic";"";""
"1";"Ericsson";"";""
"1";"essentially";"";""
"1";"Eve";"";""
"1";"eventually";"";""
"1";"Ever.,0";"";""
"1";"EVERYONE";"";""
"1";"everything.,0";"";""
"1";"exaggerating";"";""
"1";"excessive";"";""
"1";"exchange";"";""
"1";"excruciatingly";"";""
"1";"expectations";"";""
"1";"experience.,0";"";""
"1";"explain";"";""
"1";"external";"";""
"1";"EXTREMELY";"";""
"1";"face.,0";"";""
"1";"fail";"";""
"1";"fails!.,0";"";""
"1";"fair";"";""
"1";"fall";"";""
"1";"falsely";"";""
"1";"famous";"";""
"1";"father";"";""
"1";"fee";"";""
"1";"fell";"";""
"1";"fella";"";""
"1";"figure";"";""
"1";"fill";"";""
"1";"filling";"";""
"1";"Finally";"";""
"1";"fine";"";""
"1";"fingernails";"";""
"1";"finish";"";""
"1";"fireball";"";""
"1";"first-person";"";""
"1";"first.,0";"";""
"1";"fits";"";""
"1";"flash";"";""
"1";"Flaw?.,0";"";""
"1";"fliptop";"";""
"1";"floor";"";""
"1";"flop";"";""
"1";"floppy";"";""
"1";"flops";"";""
"1";"flush";"";""
"1";"FLY";"";""
"1";"FLY!!!!!!!!,0";"";""
"1";"followed";"";""
"1";"fondue";"";""
"1";"food/service";"";""
"1";"foods";"";""
"1";"FOOLED!,0";"";""
"1";"Forgeries";"";""
"1";"form";"";""
"1";"four";"";""
"1";"Frankly";"";""
"1";"freeway";"";""
"1";"frequently4.,0";"";""
"1";"fresh";"";""
"1";"fried.,0";"";""
"1";"Friend's";"";""
"1";"Friends";"";""
"1";"frustration";"";""
"1";"fucking";"";""
"1";"fun";"";""
"1";"future";"";""
"1";"garbled";"";""
"1";"garden";"";""
"1";"garlic";"";""
"1";"gels";"";""
"1";"generally";"";""
"1";"Gere";"";""
"1";"getting.,0";"";""
"1";"gimmick";"";""
"1";"girlfriend's";"";""
"1";"girls";"";""
"1";"gives";"";""
"1";"glass";"";""
"1";"gloves.Everything";"";""
"1";"goes.The";"";""
"1";"grates";"";""
"1";"great.,0";"";""
"1";"greater";"";""
"1";"grill";"";""
"1";"grocery";"";""
"1";"grow";"";""
"1";"grtting";"";""
"1";"guacamole";"";""
"1";"guess.,0";"";""
"1";"hamburger.,0";"";""
"1";"HANDS";"";""
"1";"happy";"";""
"1";"hardly";"";""
"1";"heads";"";""
"1";"hearing";"";""
"1";"heat";"";""
"1";"heavy...it";"";""
"1";"Heimer";"";""
"1";"help";"";""
"1";"here......what";"";""
"1";"High";"";""
"1";"hilarious";"";""
"1";"holder.,0";"";""
"1";"holster.,0";"";""
"1";"hope";"";""
"1";"hoped.,0";"";""
"1";"hopes";"";""
"1";"Hoping";"";""
"1";"hoping";"";""
"1";"horrendous";"";""
"1";"Horrible";"";""
"1";"horrible!.,0";"";""
"1";"hospitality";"";""
"1";"Hot";"";""
"1";"HOT!,0";"";""
"1";"hours.,0";"";""
"1";"hoursTHe";"";""
"1";"huevos";"";""
"1";"Hunan";"";""
"1";"hundred";"";""
"1";"hurry";"";""
"1";"hype";"";""
"1";"I.Q";"";""
"1";"ice";"";""
"1";"iMac";"";""
"1";"images";"";""
"1";"imagination.,0";"";""
"1";"IMDB";"";""
"1";"improved";"";""
"1";"improvisation";"";""
"1";"inch";"";""
"1";"included";"";""
"1";"INCLUDED.,0";"";""
"1";"incoming";"";""
"1";"indoors";"";""
"1";"industrial";"";""
"1";"industry";"";""
"1";"inflate";"";""
"1";"infra";"";""
"1";"insincere";"";""
"1";"install.,0";"";""
"1";"instance";"";""
"1";"instantly";"";""
"1";"Insults";"";""
"1";"intermittently";"";""
"1";"Internet";"";""
"1";"internet";"";""
"1";"iPhone";"";""
"1";"irda).,0";"";""
"1";"Ironside";"";""
"1";"issues";"";""
"1";"it!!!!!,0";"";""
"1";"it!,0";"";""
"1";"it).,0";"";""
"1";"it...definitely";"";""
"1";"it.My";"";""
"1";"item.,0";"";""
"1";"jack";"";""
"1";"jiggle";"";""
"1";"job";"";""
"1";"juice";"";""
"1";"Kabuki";"";""
"1";"keeps";"";""
"1";"keypad";"";""
"1";"keypads";"";""
"1";"keys";"";""
"1";"kits";"";""
"1";"knocked";"";""
"1";"L7c";"";""
"1";"lady";"";""
"1";"lap.,0";"";""
"1";"latch";"";""
"1";"latest";"";""
"1";"law";"";""
"1";"leaf";"";""
"1";"learned";"";""
"1";"leather";"";""
"1";"leaving";"";""
"1";"lense";"";""
"1";"lesson";"";""
"1";"letting";"";""
"1";"life.,0";"";""
"1";"lightweight";"";""
"1";"likes";"";""
"1";"line...another";"";""
"1";"listening";"";""
"1";"literally.,0";"";""
"1";"locked";"";""
"1";"locks";"";""
"1";"Logitech";"";""
"1";"long.,0";"";""
"1";"longer.,0";"";""
"1";"look.,0";"";""
"1";"Looks";"";""
"1";"loops";"";""
"1";"loose";"";""
"1";"looses";"";""
"1";"LOT";"";""
"1";"loyal";"";""
"1";"lukewarm";"";""
"1";"lunch.,0";"";""
"1";"mail";"";""
"1";"Main";"";""
"1";"majority";"";""
"1";"makers";"";""
"1";"mall";"";""
"1";"manufacturer.,0";"";""
"1";"margaritas";"";""
"1";"market";"";""
"1";"Match";"";""
"1";"Maybe";"";""
"1";"me.The";"";""
"1";"meal.,0";"";""
"1";"meanders";"";""
"1";"meatballs.,0";"";""
"1";"mechanism";"";""
"1";"Media";"";""
"1";"mediocre.,0";"";""
"1";"medium";"";""
"1";"megapixels";"";""
"1";"Mellow";"";""
"1";"mentioned.,0";"";""
"1";"menu.,0";"";""
"1";"mere";"";""
"1";"message";"";""
"1";"messaging";"";""
"1";"messes";"";""
"1";"metal";"";""
"1";"mic";"";""
"1";"Michael";"";""
"1";"Microsoft's";"";""
"1";"mile";"";""
"1";"mins";"";""
"1";"minutes.MAJOR";"";""
"1";"Mirage.,0";"";""
"1";"misleading.,0";"";""
"1";"misplace";"";""
"1";"mode";"";""
"1";"moment";"";""
"1";"moments";"";""
"1";"money...,0";"";""
"1";"monkeys";"";""
"1";"month";"";""
"1";"months.,0";"";""
"1";"More.,0";"";""
"1";"mortified.,0";"";""
"1";"mother";"";""
"1";"MOTO";"";""
"1";"motorola";"";""
"1";"Motorola's";"";""
"1";"MP3";"";""
"1";"mp3s";"";""
"1";"muffled";"";""
"1";"murder";"";""
"1";"Mushroom.,0";"";""
"1";"nachos";"";""
"1";"nano";"";""
"1";"nasty";"";""
"1";"near";"";""
"1";"neat";"";""
"1";"negatively";"";""
"1";"negligent";"";""
"1";"neighbour-girl";"";""
"1";"nerves";"";""
"1";"network.,0";"";""
"1";"new.,0";"";""
"1";"nice.,0";"";""
"1";"nicer";"";""
"1";"nightmare.,0";"";""
"1";"Ninja";"";""
"1";"no!,0";"";""
"1";"noises";"";""
"1";"nokia";"";""
"1";"non-existent";"";""
"1";"normal";"";""
"1";"NOTHING";"";""
"1";"notice";"";""
"1";"Now";"";""
"1";"nutshell";"";""
"1";"obvious";"";""
"1";"Obviously";"";""
"1";"occasions";"";""
"1";"offering";"";""
"1";"offers";"";""
"1";"officially";"";""
"1";"Often";"";""
"1";"oh-so-mature";"";""
"1";"oil";"";""
"1";"older";"";""
"1";"one!This";"";""
"1";"online";"";""
"1";"opens";"";""
"1";"operates";"";""
"1";"orders";"";""
"1";"originally";"";""
"1";"others.,0";"";""
"1";"otherwise";"";""
"1";"out,0";"";""
"1";"outlet";"";""
"1";"outlet.,0";"";""
"1";"over-hip";"";""
"1";"over-priced";"";""
"1";"overall";"";""
"1";"overcooked?,0";"";""
"1";"OVERPRICED";"";""
"1";"owned";"";""
"1";"owner";"";""
"1";"owners.,0";"";""
"1";"oysters";"";""
"1";"packed!!,0";"";""
"1";"pads";"";""
"1";"pairing";"";""
"1";"paper";"";""
"1";"Paradise";"";""
"1";"party";"";""
"1";"party.,0";"";""
"1";"patron!,0";"";""
"1";"pause";"";""
"1";"peaking";"";""
"1";"peanuts";"";""
"1";"Performed";"";""
"1";"periodically";"";""
"1";"Phone";"";""
"1";"phone.Battery";"";""
"1";"phone.My";"";""
"1";"PHONES";"";""
"1";"Picture.,0";"";""
"1";"pissd.,0";"";""
"1";"places.,0";"";""
"1";"planned";"";""
"1";"planning";"";""
"1";"Plantronics";"";""
"1";"plastic.,0";"";""
"1";"plate";"";""
"1";"Player";"";""
"1";"player.,0";"";""
"1";"pleather";"";""
"1";"pocket";"";""
"1";"poisoning";"";""
"1";"polite";"";""
"1";"politically";"";""
"1";"pork";"";""
"1";"port";"";""
"1";"possibility";"";""
"1";"postinos";"";""
"1";"poured";"";""
"1";"power";"";""
"1";"preferably";"";""
"1";"prepare";"";""
"1";"presentation";"";""
"1";"pretty....off";"";""
"1";"prices";"";""
"1";"prime";"";""
"1";"Probably";"";""
"1";"problem.,0";"";""
"1";"Problem....Very";"";""
"1";"PROBLEMS!!,0";"";""
"1";"Product";"";""
"1";"products";"";""
"1";"profound";"";""
"1";"promised";"";""
"1";"properly";"";""
"1";"Pros,0";"";""
"1";"protector";"";""
"1";"provide";"";""
"1";"puff";"";""
"1";"purcashed";"";""
"1";"purchase.,0";"";""
"1";"purchased";"";""
"1";"purchasing";"";""
"1";"purpose";"";""
"1";"puréed.,0";"";""
"1";"putting.,0";"";""
"1";"Q!.,0";"";""
"1";"qualified";"";""
"1";"quickly";"";""
"1";"quickly.,0";"";""
"1";"Québec";"";""
"1";"ranch";"";""
"1";"rancheros";"";""
"1";"randomly";"";""
"1";"rapidly";"";""
"1";"ratings";"";""
"1";"rave";"";""
"1";"reach";"";""
"1";"Reaching";"";""
"1";"read";"";""
"1";"reccommend.,0";"";""
"1";"receipt";"";""
"1";"Reception.,0";"";""
"1";"recieve";"";""
"1";"recognizes";"";""
"1";"recommending";"";""
"1";"refrained";"";""
"1";"refried";"";""
"1";"refund.,0";"";""
"1";"refurb";"";""
"1";"REGARDING";"";""
"1";"regretted";"";""
"1";"relatively";"";""
"1";"Reliability.,0";"";""
"1";"renders";"";""
"1";"reoccure.Bottom";"";""
"1";"replace";"";""
"1";"replaced.,0";"";""
"1";"reservation.,0";"";""
"1";"restaraunt";"";""
"1";"restart";"";""
"1";"restocking";"";""
"1";"restrained";"";""
"1";"retarded";"";""
"1";"RETURNED";"";""
"1";"returning.,0";"";""
"1";"reverse";"";""
"1";"revisiting.,0";"";""
"1";"ring";"";""
"1";"ringtones";"";""
"1";"risk";"";""
"1";"runs";"";""
"1";"sack";"";""
"1";"Saggy";"";""
"1";"salsa.,0";"";""
"1";"sangria";"";""
"1";"sause";"";""
"1";"saying.,0";"";""
"1";"scratched";"";""
"1";"screens";"";""
"1";"seat";"";""
"1";"seating";"";""
"1";"seconds";"";""
"1";"seconds.,0";"";""
"1";"securly";"";""
"1";"sensor";"";""
"1";"sent";"";""
"1";"seperated";"";""
"1";"services";"";""
"1";"serving";"";""
