,text,sentiment
849,It's like a bad two hour TV movie.  ,0
850,Now imagine that every single one of those decisions was made wrong.  ,0
851,The dialogue is atrocious.  ,0
852,The acting is beyond abysmal.  ,0
853,Everything stinks.  ,0
854,"Trouble is, the writing and directing make it impossible to establish those things that make a movie watchable, like character, story, theme and so on.  ",0
855,"Worse, there's an incredibly weak sub-plot thrown in that follows a little band of latter-day Mansonites as they go after a reporter who's working on a story on the anniversary of the killings.  ",0
856,"It's dumb and pointless, and a complete waste of time.  ",0
857,"In short, don't bother with this movie.  ",0
868,Also the story and acting were weak.  ,0
869,"At around 4 pm I bought it, at around 8pm I started to watch, at around 8.15pm I fast forwarded the remaining film to see if there was anything left watchable for a human being with a brain... but there wasn't.  ",0
870,"Either way, it sucks.  ",0
871,The script is horrendously stupid.  ,0
872,The story starts too fast with absolutely no suspense or build-up in the slightest.  ,0
873,Everything Captain Howdy says is either laughable or just plain stupid.  ,0
874,What the hell kind of crap is that?!  ,0
875,"Then, there's the plot holes.  ",0
876,You could drive a semi truck into these holes!  ,0
879,Dee Snider just plain sucks.  ,0
880,"He can't act (one of the least scary villains I have ever seen), he can't write (did he write this damn movie in his sleep?  ",0
881,I was bored throughout the whole damn thing.  ,0
882,"The acting sucks, the music sucks, the script sucks, the pacing sucks, the special FX suck, the directing sucks... basically, this movie sucks.  ",0
883,This film tries to be a serious and sophisticated thriller/horror flick and it fails miserably.  ,0
884,This is probably one of the least effective and utterly unoriginal films I have ever seen in my entire life.  ,0
885,A piece of cinematic garbage captured on celluloid.  ,0
886,Avoid at any and all costs.  ,0
887,"At any rate this film stinks, its not funny, and Fulci should have stayed with giallo and supernatural zombie movies.  ",0
888,Avoid this film at all costs.  ,0
889,"I don't know what happened in Season Five, what a mess.  ",0
890,The only consistent thread holding the series together were the amazing performances of Leni Parker and Anita LaSelva as the two Taelons in quiet idealogical conflict.  ,0
891,Now this is a movie I really dislike.  ,0
892,It's one of the most boring Horror movies from the 90's mainly because it starts slow and centers in a boring atmosphere.  ,0
893,"The puppets look really cheesy , not in a good way like in the Puppet Master 80's flicks.  ",0
894,"The story is lame, not interesting and NEVER really explains the sinister origins of the puppets.  ",0
895,There aren't death scenes like in previous movies and the f/x are terrible.  ,0
896,"I felt asleep the first time I watched it, so I can recommend it for insomniacs.  ",0
900,"Otherwise, don't even waste your time on this.  ",0
901,This one just fails to create any real suspense.  ,0
902,"As for the killer, don't expect anything original or even remotely frightening.  ",0
904,I'm so sorry but I really can't recommend it to anyone.  ,0
905,"One of the most boring,pointless movies I have ever seen.  ",0
906,The secondary plot line is incomprehensible and its relation to the primary plot line is mystifying.  ,0
907,Hated it.  ,0
908,This is one of the worst Sandra Bullock movie since Speed 2 But not quite that bad.  ,0
909,"I don't understand how this garbage got on the shelves of the movie store, it's not even a real movie!  ",0
910,I highly doubt that anyone could ever like this trash.  ,0
911,This is not movie-making.  ,0
912,"The acting is like watching wooden puppets moving around and reading from a book, that's how bad it is.  ",0
913,"So I am here to warn you--DO NOT RENT THIS MOVIE, it is the dumbest thing you have never seen!  ",0
918,"I agree with Jessica, this movie is pretty bad.  ",0
919,"Characters are one-dimensional, even the good guys and especially the bad guys.  ",0
920,The story line is totally predictable.  ,0
922,I've seen soap operas more intelligent than this movie.  ,0
923,"Bad characters, bad story and bad acting.  ",0
924,Really awful.  ,0
925,Not easy to watch.  ,0
953,"Just whatever you do, avoid ""Groove"" as its the antithesis of all that is good about Human Traffic.  ",0
954,"It's too bad that everyone else involved didn't share Crowe's level of dedication to quality, for if they did, we'd have a far better film on our hands than this sub-par mess.  ",0
955,The movie seemed a little slow at first.  ,0
972,"If you act in such a film, you should be glad that you're gonna drift away from earth as far as possible!  ",0
973,"This one wants to surf on the small wave of space movies in 1998 (Deep Impact and Armageddon), and this one fails everywhere.  ",0
974,If you haven't choked in your own vomit by the end (by all the cheap drama and worthless dialogue) you've must have bored yourself to death with this waste of time.  ,0
977,"Instead, we got a bore fest about a whiny, spoiled brat babysitting.  ",0
994,I never walked out of a movie faster.  ,0
995,I just got bored watching Jessice Lange take her clothes off!  ,0
996,"Unfortunately, any virtue in this film's production work was lost on a regrettable script.  ",0
997,"In a word, it is embarrassing.  ",0
998,Exceptionally bad!  ,0
999,All in all its an insult to one's intelligence and a huge waste of money.  ,0
1001,Crust is not good.,0
1002,Not tasty and the texture was just nasty.,0
1005,Now I am getting angry and I want my damn pho.,0
1006,Honeslty it didn't taste THAT fresh.),0
1007,The potatoes were like rubber and you could tell they had been made up ahead of time being kept under a warmer.,0
1011,Would not go back.,0
1012,The cashier had no care what so ever on what I had to say it still ended up being wayyy overpriced.,0
1014,I was disgusted because I was pretty sure that was human hair.,0
1015,I was shocked because no signs indicate cash only.,0
1017,Waitress was a little slow in service.,0
1018,"This place is not worth your time, let alone Vegas.",0
1019,did not like at all.,0
1020,The Burrittos Blah!,0
1026,- They never brought a salad we asked for.,0
1028,"Took an hour to get our food only 4 tables in restaurant my food was Luke warm, Our sever was running around like he was totally overwhelmed.",0
1029,The worst was the salmon sashimi.,0
1031,This was like the final blow!,0
1033,"seems like a good quick place to grab a bite of some familiar pub food, but do yourself a favor and look elsewhere.",0
1037,"Poor service, the waiter made me feel like I was stupid every time he came to the table.",0
1039,Service sucks.,0
1041,There is not a deal good enough that would drag me into that establishment again.,0
1042,Hard to judge whether these sides were good because we were grossed out by the melted styrofoam and didn't want to eat it for fear of getting sick.,0
1044,"Frozen pucks of disgust, with some of the worst people behind the register.",0
1046,It's too bad the food is so damn generic.,0
1053,"They have horrible attitudes towards customers, and talk down to each one when customers don't enjoy their food.",0
1056,The Heart Attack Grill in downtown Vegas is an absolutely flat-lined excuse for a restaurant.,0
1057,Not much seafood and like 5 strings of pasta at the bottom.,0
1059,"The ripped banana was not only ripped, but petrified and tasteless.",0
1060,At least think to refill my water before I struggle to wave you over for 10 minutes.,0
1068,We got the food and apparently they have never heard of salt and the batter on the fish was chewy.,0
1072,The service was meh.,0
1073,"It took over 30 min to get their milkshake, which was nothing more than chocolate milk.",0
1074,"I guess I should have known that this place would suck, because it is inside of the Excalibur, but I didn't use my common sense.",0
1075,The scallop dish is quite appalling for value as well.,0
1076,2 times - Very Bad Customer Service !,0
1079,There is so much good food in Vegas that I feel cheated for wasting an eating opportunity by going to Rice and Company.,0
1080,Coming here is like experiencing an underwhelming relationship where both parties can't wait for the other person to ask to break up.,0
1081,walked in and the place smelled like an old grease trap and only 2 others there eating.,0
1082,The turkey and roast beef were bland.,0
1084,The pan cakes everyone are raving about taste like a sugary disaster tailored to the palate of a six year old.,0
1086,The poor batter to meat ratio made the chicken tenders very unsatisfying.,0
1090,"In summary, this was a largely disappointing dining experience.",0
1092,"Never been to Hard Rock Casino before, WILL NEVER EVER STEP FORWARD IN IT AGAIN!",0
1094,say bye bye to your tip lady!,0
1095,We'll never go again.,0
1098,It was not good.,0
1110,"REAL sushi lovers, let's be honest - Yama is not that good.",0
1111,"At least 40min passed in between us ordering and the food arriving, and it wasn't that busy.",0
1116,It was pretty gross!,0
1117,I've had better atmosphere.,0
1118,Kind of hard to mess up a steak but they did.,0
1119,"Although I very much liked the look and sound of this place, the actual experience was a bit disappointing.",0
1120,I just don't know how this place managed to served the blandest food I have ever eaten when they are preparing Indian cuisine.,0
1121,"Worst service to boot, but that is the least of their worries.",0
1125,"Host staff were, for lack of a better word, BITCHES!",0
1126,Bland... Not a liking this place for a number of reasons and I don't want to waste time on bad reviewing.. I'll leave it at that...,0
1128,I wouldn't return.,0
1130,This place is way too overpriced for mediocre food.,0
1133,The management is rude.,0
1138,"He was extremely rude and really, there are so many other restaurants I would love to dine at during a weekend in Vegas.",0
1140,Don't do it!!!!,0
1141,The waiter wasn't helpful or friendly and rarely checked on us.,0
1142,My husband and I ate lunch here and were very disappointed with the food and service.,0
1143,And the red curry had so much bamboo shoots and wasn't very tasty to me.,0
1146,"The menu is always changing, food quality is going down & service is extremely slow.",0
1147,"The service was a little slow , considering that were served by 3 people servers so the food was coming in a slow pace.",0
1148,I give it 2 thumbs down,0
1149,We watched our waiter pay a lot more attention to other tables and ignore us.,0
1152,We waited for forty five minutes in vain.,0
1153,Crostini that came with the salad was stale.,0
1159,"Unfortunately, we must have hit the bakery on leftover day because everything we ordered was STALE.",0
1160,I came back today since they relocated and still not impressed.,0
1163,Avoid at all cost!,0
1167,So don't go there if you are looking for good food...,0
1168,I've never been treated so bad.,0
1170,We also ordered the spinach and avocado salad; the ingredients were sad and the dressing literally had zero taste.,0
1175,"Perhaps I caught them on an off night judging by the other reviews, but I'm not inspired to go back.",0
1176,The service here leaves a lot to be desired.,0
1179,We literally sat there for 20 minutes with no one asking to take our order.,0
1180,"The burger had absolutely no flavor - the meat itself was totally bland, the burger was overcooked and there was no charcoal flavor.",0
1181,I also decided not to send it back because our waitress looked like she was on the verge of having a heart attack.,0
1182,I dressed up to be treated so rudely!,0
1183,It was probably dirt.,0
1186,"The food sucked, which we expected but it sucked more than we could have imagined.",0
1192,"When my order arrived, one of the gyros was missing.",0
1194,I'm not really sure how Joey's was voted best hot dog in the Valley by readers of Phoenix Magazine.,0
1196,The live music on Fridays totally blows.,0
1197,I've never been more insulted or felt disrespected.,0
1202,The warm beer didn't help.,0
1206,I've lived here since 1979 and this was the first (and last) time I've stepped foot into this place.,0
1207,The WORST EXPERIENCE EVER.,0
1208,Must have been an off night at this place.,0
1210,"If that bug never showed up I would have given a 4 for sure, but on the other side of the wall where this bug was climbing was the kitchen.",0
1211,"For about 10 minutes, we we're waiting for her salad when we realized that it wasn't coming any time soon.",0
1213,Won't go back.,0
1216,Soggy and not good.,0
1218,Which are small and not worth the price.,0
1220,"The shower area is outside so you can only rinse, not take a full shower, unless you don't mind being nude for everyone to see!",0
1221,The service was a bit lacking.,0
1222,"Lobster Bisque, Bussell Sprouts, Risotto, Filet ALL needed salt and pepper..and of course there is none at the tables.",0
1223,Hopefully this bodes for them going out of business and someone who can cook can come in.,0
1224,"It was either too cold, not enough flavor or just bad.",0
1228,"As for the ""mains,"" also uninspired.",0
1231,"If the food isn't bad enough for you, then enjoy dealing with the world's worst/annoying drunk people.",0
1233,"Ordered a double cheeseburger & got a single patty that was falling apart (picture uploaded) Yeah, still sucks.",0
1235,"If it were possible to give them zero stars, they'd have it.",0
1236,"The descriptions said ""yum yum sauce"" and another said ""eel sauce"", yet another said ""spicy mayo""...well NONE of the rolls had sauces on them.",0
1238,If she had not rolled the eyes we may have stayed... Not sure if we will go back and try it again.,0
1240,Horrible - don't waste your time and money.,0
1242,By this time our side of the restaurant was almost empty so there was no excuse.,0
1243,"(It wasn't busy either) Also, the building was FREEZING cold.",0
1244,"like the other reviewer said ""you couldn't pay me to eat at this place again.""",0
1245,-Drinks took close to 30 minutes to come out at one point.,0
1249,Based on the sub-par service I received and no effort to show their gratitude for my business I won't be going back.,0
1251,There is nothing privileged about working/eating there.,0
1253,"Overall, I don't think that I would take my parents to this place again because they made most of the similar complaints that I silently felt too.",0
1257,I as well would've given godfathers zero stars if possible.,0
1259,very tough and very short on flavor!,0
1261,"I have been in more than a few bars in Vegas, and do not ever recall being charged for tap water.",0
1266,"The service was not up to par, either.",0
1269,"For a self proclaimed coffee cafe, I was wildly disappointed.",0
1275,"I've had better, not only from dedicated boba tea spots, but even from Jenni Pho.",0
1278,I think not again,0
1279,I had the mac salad and it was pretty bland so I will not be getting that again.,0
1281,Service stinks here!,0
1282,I waited and waited.,0
1283,"This place is not quality sushi, it is not a quality restaurant.",0
1286,Things that went wrong: - They burned the saganaki.,0
1287,We waited an hour for what was a breakfast I could have done 100 times better at home.,0
1289,"I hate to disagree with my fellow Yelpers, but my husband and I were so disappointed with this place.",0
1290,Waited 2 hours & never got either of our pizzas as many other around us who came in later did!,0
1291,Just don't know why they were so slow.,0
1293,"I live in the neighborhood so I am disappointed I won't be back here, because it is a convenient location.",0
1296,Before I go in to why I gave a 1 star rating please know that this was my third time eating at Bachi burger before writing a review.,0
1298,Never again will I be dining at this place!,0
1301,Please stay away from the shrimp stir fried noodles.,0
1302,The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.,0
1303,Food was really boring.,0
1305,This greedy corporation will NEVER see another dime from me!,0
1306,"Will never, ever go back.",0
1307,"As much as I'd like to go back, I can't get passed the atrocious service and will never return.",0
1311,She ordered a toasted English muffin that came out untoasted.,0
1313,Never going back.,0
1315,The bus boy on the other hand was so rude.,0
1316,"By this point, my friends and I had basically figured out this place was a joke and didn't mind making it publicly and loudly known.",0
1320,The only downside is the service.,0
1321,"Also, the fries are without a doubt the worst fries I've ever had.",0
1328,"I go to far too many places and I've never seen any restaurant that serves a 1 egg breakfast, especially for $4.00.",0
1329,When my mom and I got home she immediately got sick and she only had a few bites of salad.,0
1330,The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.,0
1333,Everything was gross.,0
1336,First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!,0
1337,"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed.",0
1339,There is nothing authentic about this place.,0
1340,the spaghetti is nothing special whatsoever.,0
1344,The selection was probably the worst I've seen in Vegas.....there was none.,0
1350,We sat another ten minutes and finally gave up and left.,0
1351,He was terrible!,0
1353,It shouldn't take 30 min for pancakes and eggs.,0
1356,"Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.",0
1360,The buffet is small and all the food they offered was BLAND.,0
1363,Definitely a turn off for me & i doubt I'll be back unless someone else is buying.,0
1365,"I find wasting food to be despicable, but this just wasn't food.",0
1366,My wife had the Lobster Bisque soup which was lukewarm.,0
1370,I left with a stomach ache and felt sick the rest of the day.,0
1371,They dropped more than the ball.,0
1374,And the beans and rice were mediocre at best.,0
1376,I took back my money and got outta there.,0
1378,RUDE & INCONSIDERATE MANAGEMENT.,0
1379,"The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes.",0
1380,I won't be back.,0
1383,The food was terrible.,0
1384,WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.,0
1385,I don't recommend unless your car breaks down in front of it and you are starving.,0
1387,This place deserves one star and 90% has to do with the food.,0
1388,This is a disgrace.,0
1396,I'm probably one of the few people to ever go to Ians and not like it.,0
1400,This one is simply a disappointment.,0
1401,"Overall, I was very disappointed with the quality of food at Bouchon.",0
1402,I don't have to be an accountant to know I'm getting screwed!,0
1405,Left very frustrated.,0
1409,TOTAL WASTE OF TIME.,0
1412,"For service, I give them no stars.",0
1414,I can take a little bad service but the food sucks.,0
1415,Gave up trying to eat any of the crust (teeth still sore).,0
1416,But now I was completely grossed out.,0
1421,"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",0
1422,"Furthermore, you can't even find hours of operation on the website!",0
1423,We've tried to like this place but after 10+ times I think we're done with them.,0
1424,What a mistake that was!,0
1427,Waiter was a jerk.,0
1428,"Strike 2, who wants to be rushed.",0
1430,I never come again.,0
1433,Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,0
1435,It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,0
1440,I'll take my business dinner dollars elsewhere.,0
1443,Nothing special.,0
1446,Will not be back.,0
1447,Sauce was tasteless.,0
1450,I don't think we'll be going back anytime soon.,0
1452,I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,0
1453,I was so insulted.,0
1454,The last 3 times I had lunch here has been bad.,0
1455,The chicken wings contained the driest chicken meat I have ever eaten.,0
1460,Definitely not worth the $3 I paid.,0
1463,The manager was the worst.,0
1466,I don't think I'll be running back to Carly's anytime soon for food.,0
1467,"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.",0
1471,The one down note is the ventilation could use some upgrading.,0
1473,Don't waste your time here.,0
1474,"Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.",0
1475,"Third, the cheese on my friend's burger was cold.",0
1480,We asked for the bill to leave without eating and they didn't bring that either.,0
1482,Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,0
1483,The selection of food was not the best.,0
1487,I dont think I will be back for a very long time.,0
1488,"It was attached to a gas station, and that is rarely a good sign.",0
1492,"Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.",0
1495,And then tragedy struck.,0
1501,"I'd rather eat airline food, seriously.",0
1505,I would not recommend this place.,0
1506,Overall I wasn't very impressed with Noca.,0
1507,My gyro was basically lettuce only.,0
1508,Terrible service!,0
1509,Thoroughly disappointed!,0
1516,it was a drive to get there.,0
1518,"Anyway, I do not think i will go back there.",0
1522,"A greasy, unhealthy meal.",0
1523,first time there and might just be the last.,0
1525,"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",0
1526,And it was way to expensive.,0
1534,Terrible management.,0
1536,If there were zero stars I would give it zero stars.,0
1538,Worst martini ever!,0
1541,We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,0
1543,I won't try going back there even if it's empty.,0
1544,"No, I'm going to eat the potato that I found some strangers hair in it.",0
1547,"not even a ""hello, we will be right with you.""",0
1548,The desserts were a bit strange.,0
1553,I guess maybe we went on an off night but it was disgraceful.,0
1554,"However, my recent experience at this particular location was not so good.",0
1555,"I know this is not like the other restaurants at all, something is very off here!",0
1556,AVOID THIS ESTABLISHMENT!,0
1557,I think this restaurant suffers from not trying hard enough.,0
1560,My salad had a bland vinegrette on the baby greens and hearts of Palm.,0
1561,After two I felt disgusting.,0
1565,I will never go back to this place and will never ever recommended this place to anyone!,0
1566,"The servers went back and forth several times, not even so much as an ""Are you being helped?""",0
1568,AN HOUR... seriously?,0
1569,I consider this theft.,0
1570,Eew... This location needs a complete overhaul.,0
1571,We recently witnessed her poor quality of management towards other guests as well.,0
1572,Waited and waited and waited.,0
1575,"The pizza tasted old, super chewy in not a good way.",0
1576,I swung in to give them a try but was deeply disappointed.,0
1580,Boy was that sucker dry!!.,0
1581,Over rated.,0
1582,"If you look for authentic Thai food, go else where.",0
1584,After I pulled up my car I waited for another 15 minutes before being acknowledged.,0
1587,I hate those things as much as cheap quality black olives.,0
1589,The kids play area is NASTY!,0
1593,"It was extremely ""crumby"" and pretty tasteless.",0
1594,It was a pale color instead of nice and char and has NO flavor.,0
1596,I got home to see the driest damn wings ever!,0
1599,Not good for the money.,0
1601,"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.",0
1607,I just wanted to leave.,0
1609,I will not be eating there again.,0
1610,!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,0
1611,I checked out this place a couple years ago and was not impressed.,0
1612,"The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy.",0
1613,"Sorry, I will not be getting food from here anytime soon :(",0
1616,My friend did not like his Bloody Mary.,0
1617,"Despite how hard I rate businesses, its actually rare for me to give a 1 star.",0
1619,I will not return.,0
1620,I had the chicken Pho and it tasted very bland.,0
1621,Very disappointing!!!,0
1623,"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.",0
1626,Best of luck to the rude and non-customer service focused new management.,0
1627,Any grandmother can make a roasted chicken better than this one.,0
1628,I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,0
1632,"Same evening, him and I are both drastically sick.",0
1634,Ordered burger rare came in we'll done.,0
1636,Tried to go here for lunch and it was a madhouse.,0
1638,"After waiting an hour and being seated, I was not in the greatest of moods.",0
1641,I'm not eating here!,0
1643,Maybe if they weren't cold they would have been somewhat edible.,0
1644,This place has a lot of promise but fails to deliver.,0
1645,Very bad Experience!,0
1646,What a mistake.,0
1647,Food was average at best.,0
1649,We won't be going back anytime soon!,0
1650,Very Very Disappointed ordered the $35 Big Bay Plater.,0
1653,"Not much flavor to them, and very poorly constructed.",0
1655,The fried rice was dry as well.,0
1669,Google mediocre and I imagine Smashburger will pop up.,0
1670,dont go here.,0
1672,As a sushi lover avoid this place by all means.,0
1677,The plantains were the worst I've ever tasted.,0
1679,Service was slow and not attentive.,0
1681,Your staff spends more time talking to themselves than me.,0
1685,Total brunch fail.,0
1691,"I probably won't be back, to be honest.",0
1695,Went for lunch - service was slow.,0
1696,"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.",0
1697,I was mortified.,0
1698,"Needless to say, we will never be back here again.",0
1699,"Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.",0
1700,"The chips that came out were dripping with grease, and mostly not edible.",0
1701,I wasn't really impressed with Strip Steak.,0
1705,I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.,0
1707,Would not recommend to others.,0
1709,"I mean really, how do you get so famous for your fish and chips when it's so terrible!?!",0
1711,Not my thing.,0
1713,If you are reading this please don't go there.,0
1717,Tonight I had the Elk Filet special...and it sucked.,0
1719,We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.,0
1727,A FLY was in my apple juice.. A FLY!!!!!!!!,0
1730,"The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us.",0
1731,Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.,0
1735,"Probably never coming back, and wouldn't recommend it.",0
1736,"Friend's pasta -- also bad, he barely touched it.",0
1741,It was way over fried.,0
1742,I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.,0
1743,"When I opened the sandwich, I was impressed, but not in a good way.",0
1744,Will not be back!,0
1748,"I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!",0
1754,"Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up.",0
1756,I had to wait over 30 minutes to get my drink and longer to get 2 arepas.,0
1759,The service was poor and thats being nice.,0
1761,The place was not clean and the food oh so stale!,0
1762,"The chicken dishes are OK, the beef is like shoe leather.",0
1763,But the service was beyond bad.,0
1765,Tasted like dirt.,0
1770,My sashimi was poor quality being soggy and tasteless.,0
1772,"the food is not tasty at all, not to say its ""real traditional Hunan style"".",0
1773,"What did bother me, was the slow service.",0
1775,Their frozen margaritas are WAY too sugary for my taste.,0
1777,So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.,0
1778,My girlfriend's veal was very bad.,0
1779,"Unfortunately, it was not good.",0
1783,Bland and flavorless is a good way of describing the barely tepid meat.,0
1784,"The chains, which I'm no fan of, beat this place easily.",0
1786,We will not be coming back.,0
1791,Once your food arrives it's meh.,0
1792,Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.,0
1794,"My brother in law who works at the mall ate here same day, and guess what he was sick all night too.",0
1798,Mediocre food.,0
1800,I'm super pissd.,0
1802,Why are these sad little vegetables so overcooked?,0
1805,"I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.",0
1807,Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.,0
1810,The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!,0
1811,The service was terrible though.,0
1812,"This place is overpriced, not consistent with their boba, and it really is OVERPRICED!",0
1813,It was packed!!,0
1816,The food was terrible.,0
1818,It kept getting worse and worse so now I'm officially done.,0
1819,This place should honestly be blown up.,0
1820,But I definitely would not eat here again.,0
1821,Do not waste your money here!,0
1824,Awful service.,0
1825,Won't ever go here again.,0
1826,Food quality has been horrible.,0
1827,For that price I can think of a few place I would have much rather gone.,0
1828,The service here is fair at best.,0
1829,"I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.",0
1830,Do yourself a favor and stay away from this dish.,0
1831,Very poor service.,0
1832,No one at the table thought the food was above average or worth the wait that we had for it.,0
1835,I paid the bill but did not tip because I felt the server did a terrible job.,0
1837,I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.,0
1838,Food is way overpriced and portions are fucking small.,0
1840,"for 40 bucks a head, i really expect better food.",0
1843,I won't be back.,0
1844,We could not believe how dirty the oysters were!,0
1845,This place deserves no stars.,0
1846,I would not recommend this place.,0
1848,"To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.",0
1849,"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",0
1851,I probably would not go here again.,0
1854,"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.",0
1855,My fella got the huevos rancheros and they didn't look too appealing.,0
1858,I probably won't be coming back here.,0
1859,Worst food/service I've had in a while.,0
1862,"Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.",0
1869,The feel of the dining room was more college cooking course than high class dining and the service was slow at best.,0
1870,"I started this review with two stars, but I'm editing it to give it only one.",0
1871,this is the worst sushi i have ever eat besides Costco's.,0
1874,Weird vibe from owners.,0
1875,There was hardly any meat.,0
1876,I've had better bagels from the grocery store.,0
1879,"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.",0
1880,I found a six inch long piece of wire in my salsa.,0
1881,"The service was terrible, food was mediocre.",0
1883,I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.,0
1884,"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.",0
1885,I had about two bites and refused to eat anymore.,0
1886,The service was extremely slow.,0
1887,"After 20 minutes wait, I got a table.",0
1889,"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.",0
1892,Pricing is a bit of a concern at Mellow Mushroom.,0
1893,Worst Thai ever.,0
1898,Highly unprofessional and rude to a loyal patron!,0
1900,Spend your money elsewhere.,0
1902,The Buffet at Bellagio was far from what I anticipated.,0
1903,"And the drinks are WEAK, people!",0
1904,-My order was not correct.,0
1905,"Also, I feel like the chips are bought, not made in house.",0
1906,After the disappointing dinner we went elsewhere for dessert.,0
1908,We won't be returning.,0
1910,I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.,0
1911,"Very, very sad.",0
1912,"i felt insulted and disrespected, how could you talk and judge another human being like that?",0
1913,"How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!",0
1914,I'm not impressed with the concept or the food.,0
1915,The only thing I wasn't too crazy about was their guacamole as I don't like it puréed.,0
1916,"There is really nothing for me at postinos, hope your experience is better",0
1917,I got food poisoning here at the buffet.,0
1918,They brought a fresh batch of fries and I was thinking yay something warm but no!,0
1919,"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.",0
1920,"Needless to say, I won't be going back anytime soon.",0
1921,This place is disgusting!,0
1923,The RI style calamari was a joke.,0
1924,"However, there was so much garlic in the fondue, it was barely edible.",0
1925,"I could barely stomach the meal, but didn't complain because it was a business lunch.",0
1926,"It was so bad, I had lost the heart to finish it.",0
1927,It also took her forever to bring us the check when we asked for it.,0
1928,We aren't ones to make a scene at restaurants but I just don't get it...definitely lost the love after this one!,0
1929,Disappointing experience.,0
1930,"The food is about on par with Denny's, which is to say, not good at all.",0
1931,"If you want to wait for mediocre food and downright terrible service, then this is the place for you.",0
1932,WAAAAAAyyyyyyyyyy over rated is all I am saying.,0
1933,We won't be going back.,0
1934,The place was fairly clean but the food simply wasn't worth it.,0
1935,This place lacked style!!,0
1936,"The sangria was about half of a glass wine full and was $12, ridiculous.",0
1937,Don't bother coming here.,0
1938,"The meat was pretty dry, I had the sliced brisket and pulled pork.",0
1939,"The building itself seems pretty neat; the bathroom is pretty trippy, but I wouldn't eat here again.",0
1940,It was equally awful.,0
1941,Probably not in a hurry to go back.,0
1942,very slow at seating even with reservation.,0
1943,Not good by any stretch of the imagination.,0
1944,The cashew cream sauce was bland and the vegetables were undercooked.,0
1945,"The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat.",0
1946,"It was a bit too sweet, not really spicy enough, and lacked flavor.",0
